name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;302;0;371;3053;1108;3053;994;0
header;171;126;171;159;1818;159;1818;126
A;972;195;972;221;993;221;993;195
A;999;435;999;439;1000;439;1000;435
B;945;821;945;837;953;837;953;821
B;977;863;977;889;996;889;996;863
B;898;1096;898;1111;907;1111;907;1096
C;975;1535;975;1565;997;1565;997;1535
D;981;2202;981;2229;1002;2229;1002;2202
A;621;2329;621;2341;628;2341;628;2329
B;652;2548;652;2563;661;2563;661;2548
A;1016;2585;1016;2610;1030;2610;1030;2585
A;416;2639;416;2655;424;2655;424;2639
A;1019;2685;1019;2700;1028;2700;1028;2685
B;504;2732;504;2747;513;2747;513;2732
A;479;2742;479;2747;485;2747;485;2742
B;863;2799;863;2814;884;2814;884;2799
D;776;2834;776;2848;797;2848;797;2834
A;502;2939;502;2941;502;2941;502;2939
